year,State_from,State_to,estimate,MOE
2014,Texas,North Dakota,1064,597
2014,Texas,Ohio,8360,2087
2014,Texas,Oklahoma,29191,3555
2014,Texas,Oregon,7480,2312
2014,Texas,Pennsylvania,9027,2919
2014,Texas,Rhode Island,445,252
2014,Texas,South Carolina,6567,1931
2014,Texas,South Dakota,882,529
2014,Texas,Tennessee,10134,2574
2014,Texas,Utah,5780,2174
2014,Texas,Vermont,462,359
2014,Texas,Virginia,13337,2628
2014,Texas,Washington,12528,3089
2014,Texas,West Virginia,1967,1210
2014,Texas,Wisconsin,5341,1506
2014,Texas,Wyoming,1648,759
2014,Utah,Nevada,5977,2327
2014,Utah,New Hampshire,480,398
2014,Utah,New Jersey,113,158
2014,Utah,New Mexico,297,253
2014,Utah,New York,2259,1179
2014,Utah,North Carolina,655,541
2014,Utah,North Dakota,330,329
2014,Utah,Ohio,982,557
2014,Utah,Oklahoma,1008,647
2014,Utah,Oregon,4149,1532
2014,Utah,Pennsylvania,850,525
2014,Utah,Rhode Island,0,203
2014,Utah,South Carolina,434,320
2014,Utah,South Dakota,131,150
2014,Utah,Tennessee,216,220
2014,Utah,Texas,4688,1721
2014,Utah,Vermont,330,502
2014,Utah,Virginia,2554,1325
2014,Utah,Washington,4836,1565
2014,Utah,West Virginia,61,123
2014,Utah,Wisconsin,1215,725
2014,Utah,Wyoming,1290,628
2014,Vermont,Nevada,162,194
2014,Vermont,New Hampshire,2200,829
2014,Vermont,New Jersey,290,292
2014,Vermont,New Mexico,245,330
2014,Vermont,New York,1933,779
2014,Vermont,North Carolina,564,388
2014,Vermont,North Dakota,0,147
2014,Vermont,Ohio,56,76
2014,Vermont,Oklahoma,0,153
2014,Vermont,Oregon,122,149
2014,Vermont,Pennsylvania,674,398
2014,Vermont,Rhode Island,93,105
2014,Vermont,South Carolina,249,201
2014,Vermont,South Dakota,0,151
2014,Vermont,Tennessee,162,170
2014,Vermont,Texas,568,515
2014,Vermont,Utah,138,215
2014,Vermont,Virginia,255,252
2014,Vermont,Washington,690,557
2014,Vermont,West Virginia,9,19
2014,Vermont,Wisconsin,130,131
2014,Vermont,Wyoming,0,190
2014,Virginia,Nevada,1332,669
2014,Virginia,New Hampshire,846,439
2014,Virginia,New Jersey,4814,2757
2014,Virginia,New Mexico,1057,646
2014,Virginia,New York,9743,2381
2014,Virginia,North Carolina,28250,3587
2014,Virginia,North Dakota,160,138
2014,Virginia,Ohio,6403,2987
2014,Virginia,Oklahoma,985,578
2014,Virginia,Oregon,1506,797
2014,Virginia,Pennsylvania,11541,2734
2014,Virginia,Rhode Island,922,415
2014,Virginia,South Carolina,8860,1796
2014,Virginia,South Dakota,1453,1975
2014,Virginia,Tennessee,7979,2297
2014,Virginia,Texas,18454,3377
2014,Virginia,Utah,2332,1436
2014,Virginia,Vermont,694,479
2014,Virginia,Washington,6427,2654
2014,Virginia,West Virginia,6334,1954
2014,Virginia,Wisconsin,2113,959
2014,Virginia,Wyoming,140,132
2014,Washington,Nevada,5753,2060
2014,Washington,New Hampshire,148,131
2014,Washington,New Jersey,645,520
2014,Washington,New Mexico,1584,762
2014,Washington,New York,3532,1153
2014,Washington,North Carolina,4435,1767
2014,Washington,North Dakota,1181,644
2014,Washington,Ohio,4084,1644
2014,Washington,Oklahoma,3102,1159
2014,Washington,Oregon,21655,3137
2014,Washington,Pennsylvania,2182,1251
2014,Washington,Rhode Island,76,121
2014,Washington,South Carolina,5453,2364
2014,Washington,South Dakota,198,281
2014,Washington,Tennessee,2885,1536
2014,Washington,Texas,10450,2974
2014,Washington,Utah,5274,1818
2014,Washington,Vermont,358,237
2014,Washington,Virginia,5025,1955
2014,Washington,West Virginia,0,187
2014,Washington,Wisconsin,1717,801
2014,Washington,Wyoming,1446,906
2014,West Virginia,Nevada,493,319
2014,West Virginia,New Hampshire,0,182
2014,West Virginia,New Jersey,385,285
2014,West Virginia,New Mexico,25,50
2014,West Virginia,New York,271,162
2014,West Virginia,North Carolina,4987,1902
2014,West Virginia,North Dakota,68,97
2014,West Virginia,Ohio,8018,1700
2014,West Virginia,Oklahoma,38,64
2014,West Virginia,Oregon,0,197
2014,West Virginia,Pennsylvania,4708,1434
2014,West Virginia,Rhode Island,0,203
2014,West Virginia,South Carolina,687,517
2014,West Virginia,South Dakota,0,151
2014,West Virginia,Tennessee,1943,1244
2014,West Virginia,Texas,2328,1718
2014,West Virginia,Utah,44,73
2014,West Virginia,Vermont,155,204
2014,West Virginia,Virginia,8620,2202
2014,West Virginia,Washington,258,251
2014,West Virginia,Wisconsin,70,97
2014,West Virginia,Wyoming,106,160
2014,Wisconsin,Nevada,754,515
2014,Wisconsin,New Hampshire,184,197
2014,Wisconsin,New Jersey,1082,657
2014,Wisconsin,New Mexico,996,660
2014,Wisconsin,New York,1983,759
2014,Wisconsin,North Carolina,1710,856
2014,Wisconsin,North Dakota,445,282
2014,Wisconsin,Ohio,2789,1076
2014,Wisconsin,Oklahoma,1164,699
2014,Wisconsin,Oregon,1276,1155
2014,Wisconsin,Pennsylvania,1257,750
2014,Wisconsin,Rhode Island,0,203
2014,Wisconsin,South Carolina,1249,716
2014,Wisconsin,South Dakota,541,287
2014,Wisconsin,Tennessee,1551,941
2014,Wisconsin,Texas,7762,2623
2014,Wisconsin,Utah,543,438
2014,Wisconsin,Vermont,0,147
2014,Wisconsin,Virginia,1716,683
2014,Wisconsin,Washington,2129,720
2014,Wisconsin,West Virginia,316,317
2014,Wisconsin,Wyoming,1047,906
2014,Wyoming,Nevada,359,241
2014,Wyoming,New Hampshire,0,182
2014,Wyoming,New Jersey,0,195
2014,Wyoming,New Mexico,692,572
2014,Wyoming,New York,320,240
2014,Wyoming,North Carolina,675,644
2014,Wyoming,North Dakota,944,927
2014,Wyoming,Ohio,136,168
2014,Wyoming,Oklahoma,469,343
2014,Wyoming,Oregon,1885,1147
2014,Wyoming,Pennsylvania,143,161
2014,Wyoming,Rhode Island,0,203
2014,Wyoming,South Carolina,0,200
2014,Wyoming,South Dakota,2363,1637
2014,Wyoming,Tennessee,130,169
2014,Wyoming,Texas,1647,860
2014,Wyoming,Utah,3750,1552
2014,Wyoming,Vermont,29,49
2014,Wyoming,Virginia,147,179
2014,Wyoming,Washington,1383,1026
2014,Wyoming,West Virginia,0,187
2014,Wyoming,Wisconsin,16,24
2015,Alaska,Alabama,767,643
2015,Alaska,Arizona,2519,1281
2015,Alaska,Arkansas,205,298
2015,Alaska,California,6022,2203
2015,Alaska,Colorado,1653,1107
2015,Alaska,Connecticut,68,112
2015,Alaska,Delaware,344,370
2015,Alaska,Florida,1553,1395
2015,Alaska,Georgia,669,572
2015,Alaska,Hawaii,164,247
2015,Alaska,Idaho,1061,459
2015,Alaska,Illinois,350,380
2015,Alaska,Indiana,0,189
2015,Alaska,Iowa,734,623
2015,Alaska,Kansas,201,214
2015,Alaska,Kentucky,237,191
2015,Alaska,Louisiana,101,113
2015,Alaska,Maine,32,42
2015,Alaska,Maryland,361,345
2015,Alaska,Massachusetts,459,354
2015,Alaska,Michigan,1701,1310
2015,Alaska,Minnesota,363,273
2015,Alaska,Mississippi,474,529
2015,Alaska,Missouri,920,747
2015,Alaska,Montana,657,411
2015,Alaska,Nevada,1017,605
2015,Alaska,New Hampshire,0,184
2015,Alaska,New Jersey,839,1221
2015,Alaska,New Mexico,278,269
2015,Alaska,New York,1020,808
2015,Alaska,North Carolina,578,475
2015,Alaska,North Dakota,196,329
2015,Alaska,Ohio,1330,1033
2015,Alaska,Oklahoma,278,222
2015,Alaska,Oregon,1617,874
2015,Alaska,Pennsylvania,368,295
2015,Alaska,Rhode Island,93,154
2015,Alaska,South Carolina,250,308
2015,Alaska,South Dakota,289,224
2015,Alaska,Tennessee,624,478
2015,Alaska,Texas,2573,1149
2015,Alaska,Utah,1630,906
2015,Alaska,Vermont,17,30
2015,Alaska,Virginia,1221,661
2015,Alaska,Washington,3911,1177
2015,Alaska,West Virginia,0,189
2015,Alaska,Wisconsin,188,144
2015,Alaska,Wyoming,263,250
2015,Arizona,Alabama,1865,1053
2015,Arizona,Alaska,658,322
2015,Arizona,Arkansas,1683,990
2015,Arizona,California,34204,4975
2015,Arizona,Colorado,10254,2666
2015,Arizona,Connecticut,187,191
2015,Arizona,Delaware,282,318
2015,Arizona,Florida,7168,1949
2015,Arizona,Georgia,1713,803
2015,Arizona,Hawaii,2701,1480
2015,Arizona,Idaho,3152,1450
2015,Arizona,Illinois,6776,1700
2015,Arizona,Indiana,2871,1205
2015,Arizona,Iowa,3069,1735
2015,Arizona,Kansas,2079,1028
2015,Arizona,Kentucky,772,571
2015,Arizona,Louisiana,279,427
2015,Arizona,Maine,256,229
2015,Arizona,Maryland,2649,1263
2015,Arizona,Massachusetts,2110,1052
2015,Arizona,Michigan,4007,1283
2015,Arizona,Minnesota,3978,1364
2015,Arizona,Mississippi,337,351
2015,Arizona,Missouri,3305,1362
2015,Arizona,Montana,1187,624
2015,Arizona,Nevada,5598,1870
2015,Arizona,New Hampshire,669,669
2015,Arizona,New Jersey,1521,782
2015,Arizona,New Mexico,3441,1655
2015,Arizona,New York,5993,1620
2015,Arizona,North Carolina,5963,2535
2015,Arizona,North Dakota,1008,590
2015,Arizona,Ohio,4257,1610
2015,Arizona,Oklahoma,2495,923
2015,Arizona,Oregon,6349,1908
2015,Arizona,Pennsylvania,2921,1059
2015,Arizona,Rhode Island,647,613
2015,Arizona,South Carolina,900,597
2015,Arizona,South Dakota,1240,757
2015,Arizona,Tennessee,2513,1343
2015,Arizona,Texas,16067,3094
2015,Arizona,Utah,7650,2231
2015,Arizona,Vermont,69,85
2015,Arizona,Virginia,2181,1029
2015,Arizona,Washington,9860,2142
2015,Arizona,West Virginia,0,189
2015,Arizona,Wisconsin,2540,980
2015,Arizona,Wyoming,1196,821
2015,Arkansas,Alabama,2329,1394
2015,Arkansas,Alaska,73,144
2015,Arkansas,Arizona,553,323
2015,Arkansas,California,2867,1212
2015,Arkansas,Colorado,1527,974
2015,Arkansas,Connecticut,0,198
2015,Arkansas,Delaware,0,190
2015,Arkansas,Florida,6850,3104
2015,Arkansas,Georgia,1668,760
2015,Arkansas,Hawaii,194,234
2015,Arkansas,Idaho,1441,2052
2015,Arkansas,Illinois,1452,928
2015,Arkansas,Indiana,640,492
2015,Arkansas,Iowa,1926,1343
2015,Arkansas,Kansas,1504,722
2015,Arkansas,Kentucky,516,404
2015,Arkansas,Louisiana,2993,1302
2015,Arkansas,Maine,0,163
2015,Arkansas,Maryland,54,88
2015,Arkansas,Massachusetts,576,485
2015,Arkansas,Michigan,992,748
2015,Arkansas,Minnesota,405,267
2015,Arkansas,Mississippi,1497,903
2015,Arkansas,Missouri,7887,1884
2015,Arkansas,Montana,320,378
2015,Arkansas,Nevada,50,84
2015,Arkansas,New Hampshire,0,184
2015,Arkansas,New Jersey,243,290
2015,Arkansas,New Mexico,42,72
2015,Arkansas,New York,1054,943
2015,Arkansas,North Carolina,707,598
2015,Arkansas,North Dakota,255,299
2015,Arkansas,Ohio,1404,841
2015,Arkansas,Oklahoma,6881,1832
2015,Arkansas,Oregon,631,677
2015,Arkansas,Pennsylvania,765,526
2015,Arkansas,Rhode Island,0,206
2015,Arkansas,South Carolina,1612,869
2015,Arkansas,South Dakota,486,774
2015,Arkansas,Tennessee,6071,2418
2015,Arkansas,Texas,14539,2462
2015,Arkansas,Utah,230,243
2015,Arkansas,Vermont,0,149
2015,Arkansas,Virginia,856,596
2015,Arkansas,Washington,1146,888
2015,Arkansas,West Virginia,7,6
2015,Arkansas,Wisconsin,289,261
2015,Arkansas,Wyoming,197,275
2015,California,Alabama,3397,1121
2015,California,Alaska,3062,1226
2015,California,Arizona,54646,6120
2015,California,Arkansas,5075,1603
2015,California,Colorado,29029,4371
2015,California,Connecticut,4240,1220
2015,California,Delaware,725,586
2015,California,Florida,21217,3130
2015,California,Georgia,15675,5111
2015,California,Hawaii,10952,2608
2015,California,Idaho,18928,3670
2015,California,Illinois,18953,2204
2015,California,Indiana,6407,1699
2015,California,Iowa,2899,895
2015,California,Kansas,6137,2040
2015,California,Kentucky,4828,1810
2015,California,Louisiana,7318,2092
2015,California,Maine,1286,817
2015,California,Maryland,10859,2434
2015,California,Massachusetts,9519,1989
2015,California,Michigan,10202,2159
2015,California,Minnesota,6739,1879
2015,California,Mississippi,3566,1193
2015,California,Missouri,9646,2219
2015,California,Montana,4339,1223
2015,California,Nevada,54765,7082
2015,California,New Hampshire,2609,1038
2015,California,New Jersey,5447,1256
2015,California,New Mexico,6721,2214
2015,California,New York,25510,3545
2015,California,North Carolina,16985,3902
2015,California,North Dakota,2601,1187
2015,California,Ohio,11145,2127
2015,California,Oklahoma,7753,1951
2015,California,Oregon,40447,4252
2015,California,Pennsylvania,10249,2149
2015,California,Rhode Island,1879,1261
2015,California,South Carolina,5915,1629
2015,California,South Dakota,1340,647
2015,California,Tennessee,10032,2208
2015,California,Texas,65546,6771
2015,California,Utah,18154,3634
2015,California,Vermont,968,493
2015,California,Virginia,24500,4019
2015,California,Washington,45609,4896
2015,California,West Virginia,875,682
2015,California,Wisconsin,5230,1540
2015,California,Wyoming,2350,1323
2015,Colorado,Alabama,1927,1218
2015,Colorado,Alaska,1815,906
2015,Colorado,Arizona,11039,2566
2015,Colorado,Arkansas,2429,1953
2015,Colorado,California,21157,3124
2015,Colorado,Connecticut,467,357
2015,Colorado,Delaware,192,316
2015,Colorado,Florida,9206,2120
2015,Colorado,Georgia,4456,1590
2015,Colorado,Hawaii,1618,760
2015,Colorado,Idaho,3659,2412
2015,Colorado,Illinois,3998,1098
2015,Colorado,Indiana,2271,1046
2015,Colorado,Iowa,2158,758
2015,Colorado,Kansas,5327,1480
2015,Colorado,Kentucky,1510,566
2015,Colorado,Louisiana,1178,658
2015,Colorado,Maine,585,568
2015,Colorado,Maryland,3002,1116
2015,Colorado,Massachusetts,2046,808
2015,Colorado,Michigan,1993,691
2015,Colorado,Minnesota,2709,965
2015,Colorado,Mississippi,522,361
2015,Colorado,Missouri,4791,1640
2015,Colorado,Montana,3268,1204
2015,Colorado,Nevada,2058,999
2015,Colorado,New Hampshire,941,749
2015,Colorado,New Jersey,768,552
2015,Colorado,New Mexico,5395,1656
2015,Colorado,New York,3101,1256
2015,Colorado,North Carolina,3634,1319
2015,Colorado,North Dakota,984,854
2015,Colorado,Ohio,3137,930
2015,Colorado,Oklahoma,4362,1436
2015,Colorado,Oregon,3011,1092
2015,Colorado,Pennsylvania,3115,1746
2015,Colorado,Rhode Island,285,272
2015,Colorado,South Carolina,2725,1527
2015,Colorado,South Dakota,1200,731
2015,Colorado,Tennessee,1722,1026
2015,Colorado,Texas,22587,3583
2015,Colorado,Utah,3964,1432
2015,Colorado,Vermont,376,357
2015,Colorado,Virginia,3804,1224
2015,Colorado,Washington,7258,2518
2015,Colorado,West Virginia,491,499
2015,Colorado,Wisconsin,1568,548
2015,Colorado,Wyoming,9132,3775
2015,Connecticut,Alabama,894,1013
2015,Connecticut,Alaska,109,104
2015,Connecticut,Arizona,2417,1098
2015,Connecticut,Arkansas,0,190
2015,Connecticut,California,6205,1807
2015,Connecticut,Colorado,2253,1236
2015,Connecticut,Delaware,508,308
2015,Connecticut,Florida,14887,2402
2015,Connecticut,Georgia,1995,1109
2015,Connecticut,Hawaii,781,640
2015,Connecticut,Idaho,127,148
2015,Connecticut,Illinois,1473,691
2015,Connecticut,Indiana,681,461
2015,Connecticut,Iowa,173,152
2015,Connecticut,Kansas,436,406
2015,Connecticut,Kentucky,371,286
2015,Connecticut,Louisiana,164,173
2015,Connecticut,Maine,1616,595
2015,Connecticut,Maryland,2006,826
2015,Connecticut,Massachusetts,8283,1681
2015,Connecticut,Michigan,764,335
2015,Connecticut,Minnesota,578,582
2015,Connecticut,Mississippi,0,207
2015,Connecticut,Missouri,268,205
2015,Connecticut,Montana,0,165
2015,Connecticut,Nevada,1681,1285
2015,Connecticut,New Hampshire,2744,922
2015,Connecticut,New Jersey,2781,1344
2015,Connecticut,New Mexico,161,268
2015,Connecticut,New York,11684,2170
2015,Connecticut,North Carolina,6709,2898
2015,Connecticut,North Dakota,261,480
2015,Connecticut,Ohio,2126,810
2015,Connecticut,Oklahoma,66,117
2015,Connecticut,Oregon,567,474
2015,Connecticut,Pennsylvania,5967,1610
2015,Connecticut,Rhode Island,3861,1318
2015,Connecticut,South Carolina,3355,1245
2015,Connecticut,South Dakota,32,48
2015,Connecticut,Tennessee,995,584
2015,Connecticut,Texas,3973,1618
2015,Connecticut,Utah,295,309
2015,Connecticut,Vermont,1379,565
2015,Connecticut,Virginia,3594,1307
2015,Connecticut,Washington,586,371
2015,Connecticut,West Virginia,570,569
2015,Connecticut,Wisconsin,1104,864
2015,Connecticut,Wyoming,271,281
2015,Delaware,Alabama,77,132
2015,Delaware,Alaska,0,149
2015,Delaware,Arizona,927,833
2015,Delaware,Arkansas,79,143
2015,Delaware,California,1118,602
2015,Delaware,Colorado,77,123
2015,Delaware,Connecticut,344,390
2015,Delaware,Florida,1685,946
2015,Delaware,Georgia,205,142
2015,Delaware,Hawaii,0,182
2015,Delaware,Idaho,0,193
2015,Delaware,Illinois,171,171
2015,Delaware,Indiana,105,123
2015,Delaware,Iowa,0,155
2015,Delaware,Kansas,340,481
2015,Delaware,Kentucky,391,571
2015,Delaware,Louisiana,15,36
2015,Delaware,Maine,0,163
2015,Delaware,Maryland,6454,2626
2015,Delaware,Massachusetts,709,526
2015,Delaware,Michigan,114,161
2015,Delaware,Minnesota,34,57
2015,Delaware,Mississippi,0,207
2015,Delaware,Missouri,254,323
2015,Delaware,Montana,0,165
2015,Delaware,Nevada,0,204
2015,Delaware,New Hampshire,173,234
2015,Delaware,New Jersey,1142,471
2015,Delaware,New Mexico,0,193
2015,Delaware,New York,1231,713
2015,Delaware,North Carolina,1676,948
2015,Delaware,North Dakota,0,151
2015,Delaware,Ohio,221,244
2015,Delaware,Oklahoma,666,748
2015,Delaware,Oregon,502,695
2015,Delaware,Pennsylvania,7615,1735
2015,Delaware,Rhode Island,0,206
2015,Delaware,South Carolina,214,301
2015,Delaware,South Dakota,0,151
2015,Delaware,Tennessee,317,320
2015,Delaware,Texas,2051,1399
2015,Delaware,Utah,61,103
2015,Delaware,Vermont,70,95
2015,Delaware,Virginia,1199,642
2015,Delaware,Washington,39,76
2015,Delaware,West Virginia,231,337
2015,Delaware,Wisconsin,88,125
2015,Delaware,Wyoming,0,192
2015,District of Columbia ,Alabama,521,479
2015,District of Columbia ,Alaska,0,149
2015,District of Columbia ,Arizona,330,306
2015,District of Columbia ,Arkansas,196,186
2015,District of Columbia ,California,3908,1018
2015,District of Columbia ,Colorado,1132,697
2015,District of Columbia ,Connecticut,379,245
2015,District of Columbia ,Delaware,279,221
2015,District of Columbia ,Florida,1512,892
2015,District of Columbia ,Georgia,652,540
2015,District of Columbia ,Hawaii,159,267
2015,District of Columbia ,Idaho,0,193
2015,District of Columbia ,Illinois,1050,708
2015,District of Columbia ,Indiana,71,106
2015,District of Columbia ,Iowa,112,199
2015,District of Columbia ,Kansas,125,203
2015,District of Columbia ,Kentucky,211,207
2015,District of Columbia ,Louisiana,92,145
2015,District of Columbia ,Maine,120,146
2015,District of Columbia ,Maryland,22051,3744
2015,District of Columbia ,Massachusetts,1213,496
2015,District of Columbia ,Michigan,445,279
2015,District of Columbia ,Minnesota,282,223
2015,District of Columbia ,Mississippi,0,207
2015,District of Columbia ,Missouri,405,257
2015,District of Columbia ,Montana,0,165
2015,District of Columbia ,Nevada,94,155
2015,District of Columbia ,New Hampshire,291,325
2015,District of Columbia ,New Jersey,845,493
2015,District of Columbia ,New Mexico,0,193
2015,District of Columbia ,New York,5619,1791
2015,District of Columbia ,North Carolina,3401,1465
2015,District of Columbia ,North Dakota,0,151
2015,District of Columbia ,Ohio,1493,1357
2015,District of Columbia ,Oklahoma,365,359
2015,District of Columbia ,Oregon,789,611
2015,District of Columbia ,Pennsylvania,1487,718
2015,District of Columbia ,Rhode Island,6,10
2015,District of Columbia ,South Carolina,262,240
2015,District of Columbia ,South Dakota,0,151
2015,District of Columbia ,Tennessee,417,515
2015,District of Columbia ,Texas,1423,901
2015,District of Columbia ,Utah,186,217
2015,District of Columbia ,Vermont,286,262
2015,District of Columbia ,Virginia,10969,1905
2015,District of Columbia ,Washington,407,378
2015,District of Columbia ,West Virginia,460,310
2015,District of Columbia ,Wisconsin,649,824
2015,District of Columbia ,Wyoming,29,59
2015,Florida,Alabama,15755,2657
2015,Florida,Alaska,1473,1007
2015,Florida,Arizona,7833,2560
2015,Florida,Arkansas,2641,1029
2015,Florida,California,25638,3787
2015,Florida,Colorado,12623,2350
2015,Florida,Connecticut,6122,1648
2015,Florida,Delaware,883,456
2015,Florida,Georgia,47286,6915
2015,Florida,Hawaii,2013,841
2015,Florida,Idaho,1864,978
2015,Florida,Illinois,11428,2136
2015,Florida,Indiana,7523,1864
2015,Florida,Iowa,3498,3104
2015,Florida,Kansas,3364,1317
2015,Florida,Kentucky,7031,2050
2015,Florida,Louisiana,5404,1421
2015,Florida,Maine,2602,1230
2015,Florida,Maryland,10321,2048
2015,Florida,Massachusetts,11835,3149
2015,Florida,Michigan,11547,1987
2015,Florida,Minnesota,3502,1143
2015,Florida,Mississippi,6113,1628
2015,Florida,Missouri,7190,2021
2015,Florida,Montana,955,893
2015,Florida,Nevada,6001,2151
2015,Florida,New Hampshire,3039,986
2015,Florida,New Jersey,9284,2022
2015,Florida,New Mexico,2150,897
2015,Florida,New York,26192,3101
2015,Florida,North Carolina,27771,3998
2015,Florida,North Dakota,367,305
2015,Florida,Ohio,12911,2229
2015,Florida,Oklahoma,3779,1152
2015,Florida,Oregon,2795,1181
2015,Florida,Pennsylvania,14676,3273
2015,Florida,Rhode Island,4363,1747
2015,Florida,South Carolina,16323,3454
2015,Florida,South Dakota,263,244
2015,Florida,Tennessee,17853,3833
2015,Florida,Texas,33670,4751
2015,Florida,Utah,2383,1484
2015,Florida,Vermont,442,261
2015,Florida,Virginia,23691,4824
2015,Florida,Washington,10822,2876
2015,Florida,West Virginia,2867,1101
2015,Florida,Wisconsin,2589,793
2015,Florida,Wyoming,109,158
2015,Georgia,Alabama,27433,4763
2015,Georgia,Alaska,1044,645
2015,Georgia,Arizona,3671,1286
2015,Georgia,Arkansas,2407,1551
2015,Georgia,California,11630,2207
2015,Georgia,Colorado,4644,1398
2015,Georgia,Connecticut,1268,790
2015,Georgia,Delaware,327,409
2015,Georgia,Florida,38654,4969
2015,Georgia,Hawaii,1231,708
2015,Georgia,Idaho,1079,1136
2015,Georgia,Illinois,5581,1420
2015,Georgia,Indiana,3710,1319
2015,Georgia,Iowa,1449,733
2015,Georgia,Kansas,2002,974
2015,Georgia,Kentucky,4830,1949
2015,Georgia,Louisiana,4077,1493
2015,Georgia,Maine,108,130
2015,Georgia,Maryland,5056,1881
2015,Georgia,Massachusetts,2383,968
2015,Georgia,Michigan,3687,1379
2015,Georgia,Minnesota,1344,632
2015,Georgia,Mississippi,3111,1197
2015,Georgia,Missouri,2055,883
2015,Georgia,Montana,568,447
2015,Georgia,Nevada,868,626
2015,Georgia,New Hampshire,227,227
2015,Georgia,New Jersey,3630,2081
2015,Georgia,New Mexico,1120,744
2015,Georgia,New York,6462,1725
2015,Georgia,North Carolina,17676,2824
2015,Georgia,North Dakota,367,291
2015,Georgia,Ohio,5971,1709
2015,Georgia,Oklahoma,2757,1865
2015,Georgia,Oregon,1288,569
2015,Georgia,Pennsylvania,3600,1136
2015,Georgia,Rhode Island,191,254
2015,Georgia,South Carolina,15548,2423
2015,Georgia,South Dakota,268,339
2015,Georgia,Tennessee,13585,2523
2015,Georgia,Texas,20924,4040
2015,Georgia,Utah,1032,848
2015,Georgia,Vermont,410,434
2015,Georgia,Virginia,9628,1915
2015,Georgia,Washington,5415,2268
2015,Georgia,West Virginia,777,736
2015,Georgia,Wisconsin,2202,1142
2015,Georgia,Wyoming,438,319
2015,Hawaii,Alabama,399,364
2015,Hawaii,Alaska,732,626
2015,Hawaii,Arizona,2069,842
2015,Hawaii,Arkansas,45,73
2015,Hawaii,California,10475,1968
2015,Hawaii,Colorado,4277,2037
2015,Hawaii,Connecticut,429,291
2015,Hawaii,Delaware,0,190
2015,Hawaii,Florida,2978,1527
2015,Hawaii,Georgia,995,604
2015,Hawaii,Idaho,0,193
2015,Hawaii,Illinois,1697,1245
2015,Hawaii,Indiana,405,492
2015,Hawaii,Iowa,360,348
2015,Hawaii,Kansas,457,392
2015,Hawaii,Kentucky,373,448
2015,Hawaii,Louisiana,302,395
2015,Hawaii,Maine,346,328
2015,Hawaii,Maryland,3228,1831
2015,Hawaii,Massachusetts,228,201
2015,Hawaii,Michigan,847,408
2015,Hawaii,Minnesota,270,280
2015,Hawaii,Mississippi,235,214
2015,Hawaii,Missouri,1357,779
2015,Hawaii,Montana,99,130
2015,Hawaii,Nevada,3747,1663
2015,Hawaii,New Hampshire,54,94
2015,Hawaii,New Jersey,597,623
2015,Hawaii,New Mexico,638,433
2015,Hawaii,New York,482,392
2015,Hawaii,North Carolina,2910,1238
2015,Hawaii,North Dakota,39,54
2015,Hawaii,Ohio,461,722
2015,Hawaii,Oklahoma,679,428
2015,Hawaii,Oregon,3476,1459
2015,Hawaii,Pennsylvania,524,511
2015,Hawaii,Rhode Island,18,32
2015,Hawaii,South Carolina,602,423
2015,Hawaii,South Dakota,0,151
2015,Hawaii,Tennessee,1124,920
2015,Hawaii,Texas,3342,1349
2015,Hawaii,Utah,2239,1517
2015,Hawaii,Vermont,0,149
2015,Hawaii,Virginia,1912,996
2015,Hawaii,Washington,4386,1465
2015,Hawaii,West Virginia,0,189
2015,Hawaii,Wisconsin,384,288
2015,Hawaii,Wyoming,80,117
2015,Idaho,Alabama,0,192
2015,Idaho,Alaska,544,340
2015,Idaho,Arizona,2835,1280
2015,Idaho,Arkansas,214,213
2015,Idaho,California,5840,1777
2015,Idaho,Colorado,1692,984
2015,Idaho,Connecticut,51,86
2015,Idaho,Delaware,0,190
2015,Idaho,Florida,846,576
2015,Idaho,Georgia,230,269
2015,Idaho,Hawaii,359,364
2015,Idaho,Illinois,474,434
2015,Idaho,Indiana,1176,874
2015,Idaho,Iowa,665,470
2015,Idaho,Kansas,76,98
2015,Idaho,Kentucky,0,187
2015,Idaho,Louisiana,60,100
2015,Idaho,Maine,89,143
2015,Idaho,Maryland,0,195
2015,Idaho,Massachusetts,422,291
2015,Idaho,Michigan,725,748
2015,Idaho,Minnesota,486,352
2015,Idaho,Mississippi,262,261
2015,Idaho,Missouri,915,1159
2015,Idaho,Montana,5182,3955
2015,Idaho,Nevada,2514,1831
2015,Idaho,New Hampshire,0,184
2015,Idaho,New Jersey,0,197
2015,Idaho,New Mexico,611,811
2015,Idaho,New York,0,190
2015,Idaho,North Carolina,729,787
2015,Idaho,North Dakota,205,230
2015,Idaho,Ohio,0,187
2015,Idaho,Oklahoma,317,223
2015,Idaho,Oregon,6377,2140
2015,Idaho,Pennsylvania,879,813
2015,Idaho,Rhode Island,244,281
2015,Idaho,South Carolina,285,237
2015,Idaho,South Dakota,92,119
2015,Idaho,Tennessee,354,415
2015,Idaho,Texas,995,742
2015,Idaho,Utah,6413,1784
2015,Idaho,Vermont,79,96
2015,Idaho,Virginia,272,252
2015,Idaho,Washington,10311,2337
2015,Idaho,West Virginia,45,76
2015,Idaho,Wisconsin,302,371
2015,Idaho,Wyoming,1414,910
2015,Illinois,Alabama,2400,1253
2015,Illinois,Alaska,819,656
2015,Illinois,Arizona,11017,2344
2015,Illinois,Arkansas,2999,1378
2015,Illinois,California,26189,3892
2015,Illinois,Colorado,11398,3052
2015,Illinois,Connecticut,1696,711
2015,Illinois,Delaware,632,754
2015,Illinois,Florida,26406,5024
